query_id	labels	specificity
65800	90	0.0180512
65801	2412 29	0.0004972
65802	35	0.0368312
65803	8633 471	0.0001803
65804	1040 19	0.0038483
65805	142	0.0086892
65806	2694	0.0030938
65807	3181 6	6.91e-05
65808	93	0.0154208
65809	4	0.113336
65810	9696 3	3.51e-05
65811	35	0.0368312
65812	750	0.0044588
65813	93	0.0154208
65814	11727 135	3.02e-05
65815	106	0.0203896
65816	739	0.0013275
65817	5713 3279	0.0003275
65818	10261 7250	7.75e-05
65819	1634 1363	6.87e-05
65820	24	0.0499079
65821	1567	0.0038854
65822	3080 5	0.0006925
65823	630	0.0045248
65824	35	0.0368312
65825	28	0.0705726
65826	35	0.0368312
65827	29	0.191599
65828	12	0.0648527
65829	345	0.034881
65830	33632 33629	1.87e-05
65831	9523 1551	3.83e-05
65832	90	0.0180512
65833	13	0.0805928
65834	3269 15	0.0003078
65835	656 393	0.0001588
65836	12	0.0648527
65837	103113	2.84e-05
65838	19118	0.0005794
65839	16	0.0909268
65840	1085 16	0.0004012
65841	6151	0.0002325
65842	725 23	0.000681
65843	17799 29	0.0001006
65844	13	0.0805928
65845	1117	0.00025
65846	5537 3687	0.0008435
65847	11589	1.78e-05
65848	2656	0.0052612
65849	31259	2.3e-05
65850	0	0.0097939
65851	95	0.0110695
65852	35	0.0368312
65853	18328 2104	0.0002168
65854	10	0.028769
65855	26076	0.0004583
65856	1515 3	0.0003096
65857	2970 5	0.0005086
65858	9149 2263	2.15e-05
65859	12401 10177	3.27e-05
65860	19633 5305	3.91e-05
65861	5452 3606	0.0007397
65862	76784	1.4e-05
65863	142	0.0086892
65864	2359 438	2.25e-05
65865	7	0.133382
65866	90	0.0180512
65867	11811 650	9.25e-05
65868	106	0.0203896
65869	91	0.0236403
65870	12569 7035	7.2e-06
65871	57	0.0002326
65872	90	0.0180512
65873	100	0.0508944
65874	5525 4219	0.0010883
65875	1268	0.00545
65876	3740	0.0013724
65877	902	0.0050002
65878	4912	1.14e-05
65879	1315	0.0027095
65880	40	0.0081678
65881	3437 1515	0.0001608
65882	4266 23	0.0008117
65883	3254 23	0.0002214
65884	2919	0.0034213
65885	8	0.137973
65886	3818	0.0010079
65887	103	0.0137207
65888	2493 1473	0.0002257
65889	95	0.0110695
65890	27271 8202	0.0001145
65891	1253 438	2.12e-05
65892	2378 650	0.0002288
65893	91	0.0236403
65894	4442	0.0042939
65895	444	0.0024757
65896	11250	0.0004769
65897	29	0.191599
65898	17	0.0991156
65899	17	0.0991156
65900	3170 736	0.0001064
65901	88625	1.29e-05
65902	38	0.0296922
65903	65241	1.21e-05
65904	7922	0.0014642
65905	27356 3029	3.05e-05
65906	8876 541	4.33e-05
65907	15760 7965	4.5e-05
65908	832 345	0.0005084
65909	5744 648	0.0002409
65910	18	0.09593
65911	1837 499	5.61e-05
65912	1131 623	2.72e-05
65913	563 29	0.0003426
65914	9761 2395	5.56e-05
65915	14377 1164	1.45e-05
65916	100	0.0508944
65917	35	0.0368312
65918	6173 106	0.0004817
65919	28	0.0705726
65920	10169	0.0013941
65921	33283	1.57e-05
65922	9474 18	0.0002744
65923	8031 1391	0.0001292
65924	15392 8020	9.65e-05
65925	2331	0.0008284
65926	14	0.0863883
65927	1479 8	0.0002924
65928	4075 1154	3.34e-05
65929	851 492	0.0001232
65930	35	0.0368312
65931	38	0.0296922
65932	8	0.137973
65933	28	0.0705726
65934	2374 15	6.6e-05
65935	37492	8.68e-05
65936	56107	9.6e-06
65937	35	0.0368312
65938	7	0.133382
65939	0	0.0097939
65940	91	0.0236403
65941	3329 89	0.0001372
65942	35	0.0368312
65943	8857 5505	3.83e-05
65944	2620	0.006262
65945	5	0.123527
65946	2040 936	2.14e-05
65947	8148 3677	0.0004786
65948	91	0.0236403
65949	2656 23	0.0019496
65950	90	0.0180512
65951	2853	0.0020983
65952	93	0.0154208
65953	17456 5046	2.14e-05
65954	93	0.0154208
65955	47164	1.74e-05
65956	25406	0.0001672
65957	4	0.113336
65958	2966 2148	3.87e-05
65959	29	0.191599
65960	95	0.0110695
65961	7037 1876	0.0001273
65962	33358 4808	4.51e-05
65963	129742	8.8e-06
65964	3296	0.0013193
65965	142	0.0086892
65966	1	0.0266844
65967	40	0.0081678
65968	100	0.0508944
65969	91	0.0236403
65970	4256	0.0014313
65971	23397	4.85e-05
65972	136595	9.6e-06
65973	21146	3.22e-05
65974	2714 24	0.0013926
65975	12	0.0648527
65976	4736 5	0.0004443
65977	8646 7108	0.0001955
65978	90	0.0180512
65979	17	0.0991156
65980	1135	0.002058
65981	4	0.113336
65982	95	0.0110695
65983	12574	1.91e-05
65984	35	0.0368312
65985	897	0.0014191
65986	95	0.0110695
65987	618 18	0.0001417
65988	1095	0.0024956
65989	28	0.0705726
65990	8	0.137973
65991	9	0.131031
65992	341	0.003288
65993	18207 906	4.12e-05
65994	5532	0.0018414
65995	716	0.0019711
65996	1926 100	0.0002977
65997	35	0.0368312
65998	3112 924	6.14e-05
65999	8660 730	0.0005391
66000	6	0.12844
66001	345	0.034881
66002	3776 17	0.000204
66003	8020 2012	5.7e-05
66004	2716 22	2.42e-05
66005	1095	0.0024956
66006	12804 14	0.0003124
66007	91	0.0236403
66008	7444	0.0008226
66009	5046 2148	0.00027
66010	14362 29	5.56e-05
66011	4403 1837	4.12e-05
66012	93	0.0154208
66013	858 100	0.0005226
66014	35	0.0368312
66015	35	0.0368312
66016	8	0.137973
66017	1893	0.0025596
66018	20045 98	0.0002789
66019	1819	0.0020568
66020	6645 1268	3.51e-05
66021	3	0.0948589
66022	5648 5647	0.0009172
66023	3138 4	0.0003301
66024	346	0.0037554
66025	7935 23	0.0007286
66026	1640 29	0.0005543
66027	142	0.0086892
66028	28	0.0705726
66029	1849	0.0034925
66030	5507 938	0.0001996
66031	8	0.137973
66032	8	0.137973
66033	2	0.0581971
66034	8	0.137973
66035	10053	0.0013267
66036	90	0.0180512
66037	64685	1.84e-05
66038	750	0.0044588
66039	100	0.0508944
66040	7967 5519	4.17e-05
66041	3820 19	0.0001978
66042	13242 356	2.85e-05
66043	1640	0.0033064
66044	91	0.0236403
66045	2072 23	0.0015229
66046	51183 468	0.0001494
66047	3104 623	3.83e-05
66048	103	0.0137207
66049	6444 21	0.0002862
66050	106	0.0203896
66051	13	0.0805928
66052	26	0.0073
66053	336	0.0145691
66054	4793 14	0.0001789
66055	89	0.170741
66056	3777 3	0.0001037
66057	15502 3918	2.56e-05
66058	843 29	0.0004218
66059	106	0.0203896
66060	736	0.0027229
66061	48207 8641	2.09e-05
66062	14209 8	7.87e-05
66063	3740	0.0013724
66064	8	0.137973
66065	2656 4	0.0005584
66066	7776	0.0012353
66067	28	0.0705726
66068	40	0.0081678
66069	4442 24	0.0001559
66070	653	0.0007858
66071	1	0.0266844
66072	3605 7	0.0001531
66073	12546 18	0.0003515
66074	1135	0.002058
66075	100	0.0508944
66076	14180 3102	9.94e-05
66077	5838 24	2.33e-05
66078	1592 1077	0.0001696
66079	20676	0.0001247
66080	29	0.191599
66081	2786 1906	3.89e-05
66082	2378 15	0.0002421
66083	4938 430	2.15e-05
66084	418	0.0016651
66085	107	0.0105398
66086	336	0.0145691
66087	1643 539	0.0002342
66088	3323	0.0004202
66089	90	0.0180512
66090	8	0.137973
66091	2063	0.0045856
66092	6209 29	0.0004762
66093	515	0.0058954
66094	9355	7e-05
66095	89	0.170741
66096	4	0.113336
66097	13142 2006	5.37e-05
66098	28	0.0705726
66099	14228 11528	2.31e-05
66100	392 335	0.002846
66101	27301 7213	4.64e-05
66102	122945 3687	2.88e-05
66103	4449 490	0.0001219
66104	515	0.0058954
66105	35	0.0368312
66106	1	0.0266844
66107	106	0.0203896
66108	4052	0.0009417
66109	95	0.0110695
66110	100	0.0508944
66111	91	0.0236403
66112	6338	0.0021704
66113	90	0.0180512
66114	4008	0.0035202
66115	68761	8.8e-06
66116	38	0.0296922
66117	100	0.0508944
66118	1394	0.001274
66119	769 696	0.0006753
66120	10177 89	0.0004681
66121	2314	0.0023858
66122	35	0.0368312
66123	6474 5511	0.0001134
66124	1310	0.0047753
66125	83329	1.45e-05
66126	810	0.0042889
66127	345	0.034881
66128	1812 968	0.0001326
66129	5505 573	2.08e-05
66130	2847 22	0.0001784
66131	999 89	0.0004074
66132	8622 968	0.0008617
66133	336	0.0145691
66134	100	0.0508944
66135	95891	1.01e-05
66136	8	0.137973
66137	93	0.0154208
66138	44290 3646	4.08e-05
66139	19501 9467	1.77e-05
66140	3567 89	0.0002707
66141	22904 471	1.48e-05
66142	46886	6.88e-05
66143	43530	1.99e-05
66144	589	0.0021762
66145	3102 2923	0.0003063
66146	3975	0.0019074
66147	129087	1.24e-05
66148	1201 968	0.0001503
66149	2964 1085	5.82e-05
66150	6024 23	0.0010404
66151	2231	0.0005063
66152	5	0.123527
66153	46612 11138	2.52e-05
66154	100	0.0508944
66155	2098	0.0022756
66156	5061	0.0007638
66157	103	0.0137207
66158	1820	0.0032862
66159	928	0.0033679
66160	8615 3606	0.0007341
66161	38	0.0296922
66162	8	0.137973
66163	106	0.0203896
66164	1040	0.004622
66165	5896 23	0.0006688
66166	35	0.0368312
66167	11387 933	8.17e-05
66168	14209	0.000323
66169	132834	9.6e-06
66170	5	0.123527
66171	38	0.0296922
66172	3823 1175	0.0002592
66173	97	0.0021158
66174	635	0.0047455
66175	345	0.034881
66176	90	0.0180512
66177	8668 3606	0.0007776
66178	6150 6149	0.0002409
66179	16942 11231	0.0003742
66180	35	0.0368312
66181	26	0.0073
66182	98	0.0180067
66183	4449 20	0.0039979
66184	95	0.0110695
66185	38	0.0296922
66186	23332	1.75e-05
66187	8418 5	0.0008778
66188	741 29	0.0014283
66189	93	0.0154208
66190	89	0.170741
66191	35	0.0368312
66192	8653 741	0.0007867
66193	59574	1.5e-05
66194	35	0.0368312
66195	8672 2148	0.0001361
66196	112497	1.09e-05
66197	95	0.0110695
66198	93	0.0154208
66199	107	0.0105398
66200	35498 342	9.56e-05
66201	106	0.0203896
66202	95	0.0110695
66203	4574	0.0007523
66204	95	0.0110695
66205	35	0.0368312
66206	90	0.0180512
66207	6040	0.0021363
66208	9321 23	0.0004558
66209	3428 2376	4.76e-05
66210	106	0.0203896
66211	5348 1977	1.9e-05
66212	9861 5613	1.8e-05
66213	75129 16942	2.12e-05
66214	35	0.0368312
66215	559 9	0.0006005
66216	136595	9.6e-06
66217	3350 1347	7.59e-05
66218	6609 345	2.6e-05
66219	105085	1.11e-05
66220	1277	0.0024261
66221	45214	1.3e-05
66222	103	0.0137207
66223	6209	0.0019683
66224	1409	0.0031651
66225	10	0.028769
66226	3731 1002	0.0001971
66227	2437	0.0016157
66228	15445 5692	6.36e-05
66229	1085	0.0043584
66230	84910	2.66e-05
66231	90	0.0180512
66232	17076 1540	3.92e-05
66233	12022 4437	0.0007081
66234	2694 538	9.01e-05
66235	11561 4086	4.12e-05
66236	90	0.0180512
66237	1393	0.0050329
66238	91	0.0236403
66239	41816 7142	1.71e-05
66240	1871 29	0.000175
66241	5335 2193	3.33e-05
66242	2094	0.0018301
66243	3030 19	0.0002685
66244	91	0.0236403
66245	41719 25860	5.57e-05
66246	1288 468	0.000163
66247	4	0.113336
66248	21	0.0688177
66249	5772	0.0002788
66250	2	0.0581971
66251	17	0.0991156
66252	5511 2493	8.74e-05
66253	345	0.034881
66254	5518	0.0039635
66255	2335 16	0.0002386
66256	1315 89	0.0017804
66257	2982 449	0.000145
66258	0	0.0097939
66259	2	0.0581971
66260	5507 21	0.0001154
66261	35844 5537	3.6e-05
66262	59828	1.41e-05
66263	2493	0.0028101
66264	1003	0.0039626
66265	90	0.0180512
66266	90	0.0180512
66267	21307 12411	8.7e-06
66268	2170 750	1.84e-05
66269	7	0.133382
66270	0	0.0097939
66271	5085 29	0.0007817
66272	55844 2776	1.94e-05
66273	23559 615	0.0001096
66274	515	0.0058954
66275	12876 938	2.94e-05
66276	6392 573	3.22e-05
66277	2656 1391	0.0003602
66278	29823	0.0001419
66279	3176	0.0006409
66280	3593 15	0.0004487
66281	6269	0.0011724
66282	348	0.006714
66283	28	0.0705726
66284	35	0.0368312
66285	1433 17	0.0004427
66286	35	0.0368312
66287	1363	0.0039114
66288	1770 29	0.0003318
66289	18550 4478	5.99e-05
66290	3279 464	0.0008912
66291	60296 1557	3.55e-05
66292	1540 18	0.0004341
66293	1	0.0266844
66294	24	0.0499079
66295	89	0.170741
66296	4070	0.0017817
66297	1	0.0266844
66298	14723	0.0003421
66299	1	0.0266844
66300	107	0.0105398
66301	6469 931	2.1e-05
66302	744 100	0.0005502
66303	2	0.0581971
66304	7	0.133382
66305	32	0.0026094
66306	29314	1.35e-05
66307	4454 23	0.0017241
66308	4161	1.53e-05
66309	10	0.028769
66310	91	0.0236403
66311	95	0.0110695
66312	11807 610	0.000235
66313	8	0.137973
66314	4375 18	8.34e-05
66315	0	0.0097939
66316	26787 1799	3.6e-05
66317	21	0.0688177
66318	845	0.0022044
66319	6503 600	0.0002024
66320	91	0.0236403
66321	95	0.0110695
66322	1225	0.0051101
66323	95	0.0110695
66324	1027 5	0.0006813
66325	5369 4361	2.65e-05
66326	106	0.0203896
66327	336	0.0145691
66328	932	0.0053541
66329	8	0.137973
66330	3531	0.0030088
66331	90	0.0180512
66332	5	0.123527
66333	819	0.0018
66334	40	0.0081678
66335	19	0.0869037
66336	39625	1.8e-05
66337	35	0.0368312
66338	732 5	0.0002123
66339	11	0.0679536
66340	3788 7	0.0001246
66341	4984 345	7.4e-05
66342	1310 430	0.0002059
66343	106	0.0203896
66344	1632 407	5.3e-05
66345	4727 999	1.69e-05
66346	1929 832	2.21e-05
66347	337	0.0063807
66348	30542 5046	2.17e-05
66349	107368 15140	2.19e-05
66350	6310 3619	5.17e-05
66351	107	0.0105398
66352	53004 23	5.84e-05
66353	3138 89	0.001494
66354	3823 7	0.0002893
66355	8230 2195	0.0007005
66356	345	0.034881
66357	16470 8	3.07e-05
66358	17	0.0991156
66359	89	0.170741
66360	348	0.006714
66361	14343 1056	0.0001111
66362	1987 89	0.0006992
66363	142	0.0086892
66364	931 93	5.08e-05
66365	4614 3606	0.000128
66366	2270	0.0018472
66367	17784 10511	1.49e-05
66368	12	0.0648527
66369	345	0.034881
66370	95	0.0110695
66371	35	0.0368312
66372	38	0.0296922
66373	515	0.0058954
66374	38	0.0296922
66375	19	0.0869037
66376	4780 8	0.0003799
66377	3130 936	4.21e-05
66378	17	0.0991156
66379	35	0.0368312
66380	60988 11246	0.0001122
66381	6464	0.0016335
66382	10763 8668	0.000174
66383	786 5	7.78e-05
66384	348	0.006714
66385	939 21	0.0001143
66386	4341	1.88e-05
66387	2063	0.0045856
66388	28	0.0705726
66389	13	0.0805928
66390	142	0.0086892
66391	17	0.0991156
66392	77015	1.89e-05
66393	8096	0.0022433
66394	12547 5525	0.00108
66395	29	0.191599
66396	3279 91	0.0014494
66397	348	0.006714
66398	44306	9.2e-06
66399	55565 4967	2.28e-05
66400	2003	0.0030073
66401	4793 36	0.0001766
66402	17	0.0991156
66403	15282	1.1e-05
66404	6002 3077	0.0001229
66405	8718	1.05e-05
66406	29420 6001	6.12e-05
66407	25494 9666	0.0001137
66408	2651 652	3.99e-05
66409	1	0.0266844
66410	12	0.0648527
66411	31235	2.77e-05
66412	1975 23	0.0002008
66413	606 9	0.0004717
66414	425	0.0041235
66415	35	0.0368312
66416	348	0.006714
66417	4454 22	0.0003832
66418	40	0.0081678
66419	28	0.0705726
66420	93	0.0154208
66421	1	0.0266844
66422	2964 23	0.0014489
66423	8290	0.0026558
66424	8770	0.0007922
66425	41231	0.0001
66426	13	0.0805928
66427	600 89	0.0011627
66428	336	0.0145691
66429	545 11	0.0001487
66430	2169 8	0.0005921
66431	4	0.113336
66432	8	0.137973
66433	8633 2776	0.0007619
66434	90	0.0180512
66435	93	0.0154208
66436	19	0.0869037
66437	8	0.137973
66438	1315	0.0027095
66439	11614	0.0006964
66440	2556	0.0008744
66441	7776	0.0012353
66442	2352	0.0011253
66443	95	0.0110695
66444	1	0.0266844
66445	8653 4615	0.0008079
66446	1697 19	0.0001929
66447	100	0.0508944
66448	2027	0.0036166
66449	3957 648	4.49e-05
66450	17	0.0991156
66451	4315	0.0012553
66452	1544 9	0.0001295
66453	1614 29	0.0006772
66454	20721	0.0006321
66455	37534	1.42e-05
66456	100	0.0508944
66457	3080	0.0051973
66458	105920	1.11e-05
66459	816 4	0.0005567
66460	11138 4428	1.84e-05
66461	29188	1.49e-05
66462	17	0.0991156
66463	3897	0.001283
66464	8	0.137973
66465	21	0.0688177
66466	19483	0.0001278
66467	61	0.0015387
66468	8	0.137973
66469	1722 33	0.0001431
66470	90	0.0180512
66471	2406 1614	7.27e-05
66472	881 89	0.0008032
66473	8666 29	0.0006936
66474	4572 23	0.0002096
66475	1981 490	7.04e-05
66476	18	0.09593
66477	106	0.0203896
66478	20	0.0851688
66479	1722 7	0.0005898
66480	4	0.113336
66481	63339 8655	2.03e-05
66482	6	0.12844
66483	515	0.0058954
66484	26	0.0073
66485	100	0.0508944
66486	28	0.0705726
66487	8	0.137973
66488	515	0.0058954
66489	38	0.0296922
66490	5692 29	0.0010867
66491	24	0.0499079
66492	1893	0.0025596
66493	8	0.137973
66494	454	0.0022996
66495	1065 14	0.000258
66496	819	0.0018
66497	590	0.0038276
66498	121400	1.38e-05
66499	4558 7	0.0005771
66500	5635 106	0.000123
66501	28	0.0705726
66502	2966 933	0.0004365
66503	3087	0.0001965
66504	490 28	0.0002763
66505	3206 6	0.0002729
66506	8	0.137973
66507	2003	0.0030073
66508	5518 89	0.0011711
66509	17	0.0991156
66510	9437 23	0.0001235
66511	125659	1e-05
66512	2053	0.0017496
66513	107	0.0105398
66514	515	0.0058954
66515	90	0.0180512
66516	605	0.0044168
66517	650 12	0.0002653
66518	48207 8641	2.09e-05
66519	3102 1893	7.65e-05
66520	35	0.0368312
66521	93	0.0154208
66522	337	0.0063807
66523	4147	0.0022901
66524	107	0.0105398
66525	127885	1.24e-05
66526	1504 736	9.04e-05
66527	3722 9	0.0001983
66528	580 106	0.0002854
66529	2982	0.0037873
66530	106	0.0203896
66531	11138 4094	6.6e-05
66532	341	0.003288
66533	3580 89	0.0005954
66534	3428 8	0.0004134
66535	4442	0.0042939
66536	100	0.0508944
66537	10196 4	0.0002219
66538	4	0.113336
66539	90	0.0180512
66540	18186 8096	7.48e-05
66541	4704	0.0019597
66542	84466 99	9.24e-05
66543	1876 28	0.0002852
66544	105085	1.11e-05
66545	110732	2.14e-05
66546	0	0.0097939
66547	604 23	0.0018291
66548	1532 618	0.0005321
66549	851 8	0.0005756
66550	28	0.0705726
66551	106	0.0203896
66552	19768 19508	3.79e-05
66553	1090	0.0022122
66554	8612 8213	0.0001834
66555	24	0.0499079
66556	95	0.0110695
66557	54001	1.56e-05
66558	1145 16	0.0003347
66559	18324 1077	3.45e-05
66560	7142 2194	0.0001809
66561	35	0.0368312
66562	117080	1.96e-05
66563	95	0.0110695
66564	11	0.0679536
66565	2241	0.0019597
66566	351	0.0017603
66567	17	0.0991156
66568	8	0.137973
66569	4897 23	0.0005133
66570	27289	1.52e-05
66571	1360	0.0038998
66572	42707	1.17e-05
66573	694 538	0.0001593
66574	38	0.0296922
66575	345	0.034881
66576	58831 5085	3.31e-05
66577	95	0.0110695
66578	1904 17	0.0005688
66579	6512 1473	0.0002893
66580	10	0.028769
66581	4	0.113336
66582	6141 29	0.0004172
66583	91	0.0236403
66584	67943	1.3e-05
66585	40	0.0081678
66586	65405	1.8e-05
66587	389 89	0.0004938
66588	345	0.034881
66589	75131 2966	1.9e-05
66590	1351	0.0040245
66591	6858 1878	4.35e-05
66592	6961 604	0.0009552
66593	2790 23	0.000295
66594	1288 22	7.76e-05
66595	85181	1.36e-05
66596	7052 1897	3.77e-05
66597	93	0.0154208
66598	5267	9.4e-06
66599	9	0.131031
66600	8213 6001	0.00016
66601	857 6	6.31e-05
66602	3027 9	0.0004361
66603	2	0.0581971
66604	13571	1.24e-05
66605	142	0.0086892
66606	4	0.113336
66607	5893 17	0.0004611
66608	28	0.0705726
66609	3572 89	0.0012828
66610	3538 610	0.0005652
66611	8016 2531	3.21e-05
66612	822 33	0.0001162
66613	26254 2556	4.26e-05
66614	29	0.191599
66615	8667 464	0.0007282
66616	7097 464	0.0009111
66617	8876 541	4.33e-05
66618	19	0.0869037
66619	35	0.0368312
66620	1571 28	0.0002178
66621	4834	0.0003229
66622	902	0.0050002
66623	13	0.0805928
66624	35	0.0368312
66625	142	0.0086892
66626	3139 1277	4.75e-05
66627	3295 16	0.0001871
66628	1527	0.004486
66629	29	0.191599
66630	85070 15755	2.61e-05
66631	11532 7358	2.37e-05
66632	17	0.0991156
66633	40	0.0081678
66634	142	0.0086892
66635	12547 5525	0.00108
66636	11558 29	4.02e-05
66637	451	0.0018929
66638	5674 23	0.0003328
66639	6961 936	7.01e-05
66640	18	0.09593
66641	8613 4815	0.0008079
66642	930	0.0001514
66643	3428	0.002043
66644	48456 8118	2.5e-05
66645	2620 29	0.0014459
66646	77173	1.26e-05
66647	2341	7.67e-05
66648	11532 3975	4.25e-05
66649	8	0.137973
66650	10461	0.0003644
66651	26	0.0073
66652	346	0.0037554
66653	67935	1.15e-05
66654	4453 89	0.0005771
66655	7233	0.0016056
66656	92908	1.72e-05
66657	2	0.0581971
66658	6265	0.0004556
66659	5	0.123527
66660	1225	0.0051101
66661	3269 23	0.0011561
66662	95	0.0110695
66663	111	0.0031448
66664	40	0.0081678
66665	3276 23	0.0007604
66666	7113 3606	9.74e-05
66667	38	0.0296922
66668	6173 2618	0.0003334
66669	8	0.137973
66670	1	0.0266844
66671	910 909	0.0008668
66672	337	0.0063807
66673	62362	1.16e-05
66674	8	0.137973
66675	1	0.0266844
66676	2256 12	0.0025076
66677	27376 21878	1.91e-05
66678	13	0.0805928
66679	932 843	0.0002141
66680	2	0.0581971
66681	12253 6209	4.3e-05
66682	1643 5	0.0002782
66683	95	0.0110695
66684	13689 19	5.78e-05
66685	933	0.0050898
66686	13247 8230	0.0003133
66687	7395	0.0010281
66688	28	0.0705726
66689	515	0.0058954
66690	515 5	0.0008333
66691	17	0.0991156
66692	3028 904	4.83e-05
66693	345	0.034881
66694	28808	2.97e-05
66695	28881	1.31e-05
66696	1145	0.0039091
66697	845 23	0.0008259
66698	14807 654	8.19e-05
66699	37780 25542	0.0001287
66700	29	0.191599
66701	48615 4340	1.32e-05
66702	14045	1.23e-05
66703	9286	0.000236
66704	91	0.0236403
66705	93	0.0154208
66706	57311	1.05e-05
66707	4780 1897	9e-05
66708	7967 3820	2.33e-05
66709	9637 610	4.5e-05
66710	10	0.028769
66711	0	0.0097939
66712	38	0.0296922
66713	8	0.137973
66714	7	0.133382
66715	78163	2.02e-05
66716	93	0.0154208
66717	100	0.0508944
66718	553 9	0.0004436
66719	753 93	0.0025158
66720	396 8	0.0002204
66721	33632 9444	1.71e-05
66722	10935	0.0013829
66723	4917	1.14e-05
66724	6303 4340	3.78e-05
66725	95	0.0110695
66726	3925 810	9.79e-05
66727	1952 652	0.0003797
66728	636 9	0.0001898
66729	1985	0.0055809
66730	589	0.0021762
66731	3068 28	0.0002185
66732	7571	0.0019121
66733	91	0.0236403
66734	6598 1402	2.16e-05
66735	7678	0.0007278
66736	46753	1.55e-05
66737	35	0.0368312
66738	90	0.0180512
66739	91	0.0236403
66740	14400 2724	3.35e-05
66741	1387	0.0004347
66742	1485	0.0030203
66743	8230	0.0032722
66744	9540 89	0.0017696
66745	4815 1119	0.0008698
66746	17848 1317	1.98e-05
66747	125799	1.47e-05
66748	1194 23	0.0002588
66749	140311	1.08e-05
66750	29	0.191599
66751	5860 22	6.18e-05
66752	28	0.0705726
66753	4442	0.0042939
66754	4216 3105	0.0005425
66755	17	0.0991156
66756	950 89	0.0018295
66757	6169 1391	7.36e-05
66758	822 16	0.0002815
66759	1409 1391	0.0001582
66760	15530	0.0002354
66761	7	0.133382
66762	37746 89	9.59e-05
66763	8096	0.0022433
66764	9729 8230	0.0010088
66765	515	0.0058954
66766	10759 8658	2.4e-05
66767	103	0.0137207
66768	2559 38	5.35e-05
66769	6040 89	0.0005562
66770	8667 5692	0.000729
66771	2376 1073	5.76e-05
66772	37305 37278	2.2e-05
66773	2656	0.0052612
66774	7901 490	4.34e-05
66775	1027	0.0048896
66776	11396 2972	1.93e-05
66777	1040 732	4.69e-05
66778	762	0.0036775
66779	4081	0.0005071
66780	38	0.0296922
66781	1956	0.0005764
66782	3432 8	0.0002879
66783	46151 9143	1.7e-05
